id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
3250	phenolic hydroxyl group	-0.0608	0.273	2	105	130	11	2016.5455
3251	phenolic inhibitor	-0.232	-0.1138	2	121	153	12	2018.0833
3252	phenotype	-0.5203	-0.5698	1	1270	3470	234	2015.6624
3253	phenotypic	-0.5546	-0.4206	1	167	191	15	2014.8667
3254	phenotypic variation	-0.6904	-0.2684	1	177	249	18	2015.2222
3255	phenylethanol	-0.2676	-0.6957	1	122	145	11	2015.3636
3256	phenylpropanoid pathway	-0.6984	-0.5747	1	147	206	12	2015.1667
3257	phorbol ester	-0.3261	-0.043	1	120	156	14	2014.0714
3258	phosphatase	-0.476	-0.389	1	433	659	45	2015.5111
3259	phosphate buffer	1.47	0.0045	3	375	736	43	2012.6047
3260	phosphate buffer solution	1.9352	-0.0739	3	424	1138	50	2013.08
3261	phosphate dehydrogenase	-0.4507	-0.6617	1	399	675	39	2016.2821
3262	phosphatidylcholine	-0.5066	-0.5895	1	198	277	14	2015.0714
3263	phosphoenolpyruvate carboxylase	-0.5865	-0.7044	1	159	195	13	2014.9231
3264	phospholipase	-0.2162	-0.3409	1	113	154	11	2018.1818
3265	phospholipid	-0.3546	-0.2879	1	351	675	45	2015
3266	phosphoric acid	-0.0667	0.4461	2	418	641	52	2014.9231
3267	phosphoric acid swollen cellulose	0.3143	-0.3537	4	150	216	12	2016.1667
3268	phosphorus	-0.6686	0.101	1	727	1336	113	2015.9115
3269	phosphorylation	-0.2873	-0.626	1	329	473	35	2016.3714
3270	photo	0.3384	-0.085	3	186	216	16	2014.75
3271	photo fermentation	-0.3306	0.2655	5	71	95	12	2015.0833
3272	photoanode	1.3039	-0.185	3	115	204	16	2014.3125
3273	photoautotrophic condition	-0.8045	-0.4807	1	177	232	13	2016.3077
3274	photobioreactor	-0.7734	-0.0681	1	658	1602	141	2014.9149
3275	photoelectrochemical biofuel cell	1.4298	-0.1422	3	142	264	22	2013.6364
3276	photoperiod	-0.6948	-0.1298	1	179	243	19	2016.2632
3277	photosynthesis	-0.6466	-0.4865	1	1130	3110	221	2015.6109
3278	photosynthetic activity	-0.6987	-0.3909	1	269	340	23	2015.9565
3279	photosynthetic bacterium	-0.1598	-0.1366	1	116	133	15	2012.4667
3280	photosynthetic cyanobacterium	-0.4609	-0.6812	1	121	165	12	2015.9167
3281	photosynthetic efficiency	-0.7796	-0.3482	1	405	617	44	2015.7045
3282	photosynthetic microalgae	-0.7889	-0.5219	1	191	244	14	2015.4286
3283	photosynthetic microorganism	-0.4392	-0.4865	1	275	408	31	2015.0968
3284	photosynthetic organism	-0.5814	-0.6639	1	271	422	28	2015.5714
3285	photosynthetic performance	-0.7365	-0.4294	1	134	162	12	2017.8333
3286	photosynthetic pigment	-0.7142	-0.3267	1	216	278	21	2017.4286
3287	photosynthetic production	-0.3284	-0.7089	1	212	311	21	2015.3333
3288	photosynthetic rate	-0.7819	-0.3234	1	220	308	22	2015
3289	photosystem	0.0136	-0.441	1	169	210	16	2015
3290	photosystem ii	-0.3368	-0.4825	1	212	278	20	2014.6
3291	phyla	-0.4507	0.0703	5	318	568	36	2016.75
3292	phylogenetic analysis	-0.297	-0.3782	4	774	1381	96	2015.2917
3293	phylogenetic relationship	-0.4851	-0.5832	1	155	187	12	2016.5
3294	phylogenetic tree	-0.3421	-0.4637	1	292	378	25	2016.32
3295	phylogeny	-0.5157	-0.4804	1	305	415	29	2016.0345
3296	phylum	-0.5039	-0.1467	5	352	511	33	2016.4242
3297	physic nut	-0.7059	-0.511	1	138	192	11	2013.3636
3298	physical adsorption	1.0317	0.3247	6	212	315	19	2011.7368
3299	physical structure	-0.1891	0.2028	2	115	123	11	2016.0909
3300	physico chemical property	-0.005	0.3994	6	229	290	22	2017.0455
3301	physicochemical characteristic	0.1215	0.5053	6	227	277	19	2016.6316
3302	physicochemical characterization	0.3671	0.3769	2	257	303	22	2018.6818
3303	physiological change	-0.6838	-0.3666	1	170	209	13	2015.9231
3304	physiological condition	1.3918	-0.1881	3	454	955	56	2012.4286
3305	physiological parameter	-0.5908	-0.2796	1	171	200	17	2015.2353
3306	physiological response	-0.7074	-0.4792	1	279	372	26	2015.8462
3307	phytohormone	-0.7756	-0.4796	1	200	291	22	2017.1818
3308	phytoremediation	-0.677	-0.1064	2	226	356	36	2017.0556
3309	pichia pastoris	0.362	-0.3407	4	610	1186	79	2015.7089
3310	pichia stipitis	-0.2659	0.3119	2	317	610	50	2015.08
3311	pig	-0.5783	0.3158	2	170	249	25	2014.48
3312	pig manure	-0.6014	0.5666	5	217	383	30	2015.0667
3313	pig slurry	-0.6306	0.6974	5	119	173	12	2015.5833
3314	pigment	-0.6927	-0.2699	1	500	842	64	2016.3438
3315	pilot plant	-0.4426	0.5191	2	207	253	24	2013.0417
3316	pine	-0.2365	0.4222	2	500	801	62	2014.4839
3317	pinene	-0.1883	-0.5431	1	140	210	19	2017.4211
3318	pith	-0.4521	-0.0447	2	190	243	17	2015.6471
3319	pivotal role	-0.4259	-0.5905	1	242	280	19	2016.2105
3320	plackett burman design	-0.0934	0.217	6	168	207	16	2016.25
3321	plant biomass degradation	0.0289	-0.3641	4	182	246	18	2015.8333
3322	plant cell wall	-0.1682	-0.2786	4	1148	3103	239	2014.8661
3323	plant cell wall degrading enzyme	-0.1681	-0.4755	4	173	235	17	2014.5882
3324	plant cell wall polysaccharide	0.1332	-0.3169	4	315	454	37	2014.4595
3325	plant cell wall structure	-0.2153	0.3527	2	140	176	13	2014.6923
3326	plant development	-0.5792	-0.541	1	320	480	27	2016.1481
3327	plant growth	-0.6076	-0.3583	1	753	1562	112	2016.1339
3328	plant height	-0.7375	-0.3152	1	334	537	35	2016.2
3329	plant hormone	-0.8659	-0.4749	1	122	152	11	2016.7273
3330	plant lignocellulosic biomass	-0.1263	-0.3648	4	132	157	10	2016.8
3331	plant oil	-0.4016	-0.119	1	463	830	55	2014.3091
3332	plant polysaccharide	-0.0856	-0.3623	4	290	423	29	2015.5172
3333	plant species	-0.5539	-0.2934	1	560	891	73	2014.7945
3334	planta	-0.3598	-0.5234	4	199	278	19	2013.9474
3335	plantation	-0.6501	0.21	2	371	525	48	2015.0417
3336	planting	-0.7573	0.0864	2	163	201	19	2014
3337	plasmid	-0.2191	-0.5921	1	712	1523	110	2015.3364
3338	plastid	-0.5792	-0.7182	1	360	563	31	2015.871
3339	platinum	1.6376	-0.0684	3	237	395	26	2013.5
3340	pleurotus ostreatus	-0.1902	0.4804	2	131	160	16	2016.875
3341	pls	-0.1111	-0.0525	4	140	176	13	2015.6154
3342	plus	-0.3654	0.5721	2	134	167	13	2015.3077
3343	pmax	1.4085	-0.1766	3	225	404	23	2016.3913
3344	pms	0.0938	0.2848	2	116	130	10	2018.5
3345	pnpg	0.3052	-0.2598	4	156	235	13	2017.5385
3346	point mutation	0.179	-0.5582	4	239	339	24	2016.375
3347	polar lipid	-0.6718	-0.0519	1	204	330	20	2015.8
3348	polarization	1.4315	-0.2268	3	167	234	19	2012.3158
3349	policy	-0.4987	0.3915	2	413	770	99	2014.7475
3350	poly	1.2993	-0.1153	3	1092	3646	216	2013.8194
3351	poly unsaturated fatty acid	-0.6573	0.0488	1	156	203	12	2016.1667
3352	polyaniline	1.9422	-0.0218	3	231	410	20	2014.9
3353	polycyclic aromatic hydrocarbon	-0.1768	0.2172	6	58	80	11	2015.5455
3354	polydimethylsiloxane	1.0549	0.1128	3	191	279	18	2016.1111
3355	polyethylene glycol	0.0585	0.3473	2	250	323	25	2016.32
3356	polyethyleneimine	1.9101	-0.0142	3	248	508	24	2017.3333
3357	polyethylenimine	1.864	0.046	3	216	356	15	2016.2
3358	polyketide	-0.2107	-0.7348	1	102	130	12	2016.5833
3359	polymer	0.787	-0.0489	3	1793	5532	400	2014.9875
3360	polymer backbone	1.7458	-0.117	3	130	193	12	2014
3361	polymer film	1.8278	-0.1078	3	191	318	17	2013.8824
3362	polymer matrix	1.5012	-0.0326	3	202	283	15	2014.2667
3363	polymerase chain reaction	-0.5522	-0.3939	1	402	574	39	2015.2051
3364	polymerization	0.618	0.0459	3	792	1504	100	2015.88
3365	polypeptide	0.03	-0.5656	4	405	590	36	2013.3889
3366	polypyrrole	1.986	-0.1084	3	289	589	26	2014.5769
3367	polysaccharide degradation	-0.1501	-0.2709	4	197	239	20	2013.3
3368	polysaccharide lyase	0.0381	-0.4047	4	171	275	18	2016.9444
3369	polyunsaturated fatty acid	-0.8079	-0.2834	1	443	769	44	2015.6818
3370	polyurethane	0.7919	0.0812	3	130	151	10	2016.9
3371	polyvinyl alcohol	0.7172	0.266	3	204	244	17	2016.3529
3372	pome	-0.4565	0.5847	5	296	459	29	2017.3793
3373	pond	-0.6024	0.1935	1	332	469	41	2016
3374	pongamia pinnata	-0.348	-0.0867	1	212	290	19	2014.0526
3375	poplar biomass	-0.2815	0.469	2	120	139	12	2015.5
3376	poplar wood	-0.0847	0.2835	2	253	375	31	2015.4839
3377	populus	-0.4638	-0.3758	1	324	574	37	2014.027
3378	populus trichocarpa	-0.512	-0.4651	1	169	251	18	2016.2778
3379	pore	0.7538	0.3116	3	412	661	44	2016.1136
3380	pore size	0.7187	0.3841	3	361	501	31	2015.6452
3381	pore volume	0.5006	0.5741	6	216	294	20	2015.65
3382	porosity	0.6046	0.3167	3	651	1217	83	2016.1446
3383	porous material	1.1648	0.262	3	168	202	13	2014.3077
3384	porous structure	1.4828	0.1085	3	330	590	33	2016.1818
3385	possess	0.4168	-0.3588	3	185	215	14	2014.8571
3386	possible application	0.5194	-0.045	3	271	326	25	2014.44
3387	possible role	-0.4342	-0.4741	1	182	214	16	2014.25
3388	possible use	0.4319	-0.1427	3	211	251	18	2013
3389	post treatment	-0.2166	0.5325	2	195	232	18	2015.3889
3390	pot experiment	-0.6589	-0.0324	2	115	156	17	2015.7059
3391	potassium hydroxide	-0.2232	0.6375	6	206	288	21	2014.2857
3392	potato peel	-0.2296	0.4165	2	128	153	17	2016.5294
3393	potential biocatalyst	0.3241	0.0054	4	198	279	16	2015.5
3394	potential inhibitor	-0.1839	0.1363	2	128	158	12	2014.0833
3395	potential role	-0.2897	-0.5763	1	385	504	29	2015.5172
3396	potential target	-0.4968	-0.7231	1	333	457	28	2016.0714
3397	poultry	-0.5761	0.2873	2	160	193	19	2014.9474
3398	powder x ray diffraction	0.4494	0.4889	2	173	246	15	2017.4667
3399	power	0.7109	0.0534	3	1569	4689	329	2015.1125
3400	power density	1.7566	-0.0643	3	842	4527	249	2014.5141
3401	power generation	0.8633	0.2314	3	505	1129	80	2014.1
3402	power output	1.7036	-0.0947	3	641	2287	131	2013.3588
3403	power plant	-0.4889	0.4113	2	200	276	30	2013.4667
3404	power production	0.726	0.2903	3	233	372	29	2012.6897
3405	power source	1.7863	-0.1326	3	431	1244	71	2015.9437
3406	ppp	-0.385	-0.6274	1	185	273	18	2016.7222
3407	ppy	2.0147	-0.1006	3	167	269	13	2016
3408	pqq	1.9875	-0.2212	3	242	502	24	2012.4167
3409	pqq dependent glucose dehydrogenase	1.825	-0.1586	3	167	254	14	2014.5
3410	pqq gdh	1.8264	-0.1243	3	156	247	12	2016.1667
3411	practical use	0.643	0.1182	3	184	212	14	2014.2143
3412	prairie cordgrass	-0.5775	0.1396	2	84	100	10	2016.1
3413	pre exponential factor	0.0028	0.6941	2	94	164	17	2016.3529
3414	pre treatment step	-0.2961	0.4711	2	116	136	13	2014.6154
3415	preferred substrate	0.0862	-0.4511	4	143	197	12	2013.9167
3416	prehydrolysis	-0.2483	0.5597	2	134	170	16	2012.6875
3417	pretreated bagasse	-0.2082	0.4558	2	197	277	19	2014.6316
3418	pretreated biomass	-0.1396	0.4202	2	833	1868	139	2015.7626
3419	pretreated corn stover	-0.0923	0.0516	4	456	706	51	2015
3420	pretreated cs	-0.2187	0.8303	2	94	125	10	2017.6
3421	pretreated feedstock	-0.2384	0.3457	2	117	142	10	2014.9
3422	pretreated lignocellulose	-0.0452	0.5815	2	113	140	13	2015.7692
3423	pretreated lignocellulosic biomass	-0.0219	0.1944	2	168	205	17	2016.1176
3424	pretreated material	-0.1833	0.695	2	305	519	41	2013.8537
3425	pretreated sample	-0.2216	0.6789	2	287	437	33	2014.8182
3426	pretreated scb	-0.1698	0.6455	2	128	194	12	2018
3427	pretreated solid	-0.2661	0.6476	2	242	373	26	2015.4615
3428	pretreated spruce	-0.1624	0.5557	2	133	178	11	2014.2727
3429	pretreated substrate	-0.1111	0.4779	2	272	369	26	2015.5769
3430	pretreated sugarcane bagasse	-0.1422	0.3989	2	194	272	23	2016.3478
3431	pretreated switchgrass	0.0076	0.2007	2	186	227	18	2014.8333
3432	pretreated wheat straw	-0.1941	0.4915	2	208	267	20	2014.8
3433	pretreatment	-0.2232	0.4812	2	2932	22108	1863	2015.62
3434	pretreatment approach	-0.1726	0.5928	2	225	306	23	2016.3043
3435	pretreatment condition	-0.2212	0.6371	2	843	2229	159	2015.1195
3436	pretreatment efficiency	-0.1141	0.5191	2	247	357	26	2015.8846
3437	pretreatment liquor	-0.1962	0.6693	2	157	204	15	2016.5333
3438	pretreatment method	-0.2153	0.5916	2	1092	2896	248	2015.5766
3439	pretreatment parameter	-0.2012	0.8277	2	192	309	22	2016.0909
3440	pretreatment process	-0.1566	0.5806	2	949	2375	197	2015.9594
3441	pretreatment severity	-0.1159	0.5094	2	232	355	27	2016.3333
3442	pretreatment stage	-0.2787	0.7042	2	160	223	17	2017.3529
3443	pretreatment step	-0.2086	0.5544	2	566	954	69	2015.8116
3444	pretreatment strategy	-0.1873	0.6284	2	388	647	49	2017.0816
3445	pretreatment technique	-0.2556	0.643	2	281	393	33	2016.7879
3446	pretreatment technology	-0.2817	0.5597	2	444	809	63	2014.3175
3447	pretreatment temperature	-0.212	0.6845	2	364	657	50	2016.36
3448	pretreatment time	-0.2382	0.6952	2	473	927	68	2016.3382
3449	price	-0.3935	0.4498	2	1106	2564	231	2014.974
3450	primary metabolism	-0.5634	-0.6856	1	299	407	23	2015.6522
3451	primary wall	-0.1335	-0.3167	4	93	126	11	2014.3636
3452	primer	-0.3216	-0.2898	4	334	438	30	2015.5667
3453	probe	0.6968	-0.255	3	424	689	53	2015.0189
3454	process configuration	-0.3271	0.6273	2	285	434	36	2015.25
3455	process economic	-0.4016	0.4602	2	328	455	37	2014.6216
3456	process integration	-0.1604	0.5278	2	161	199	20	2014.95
3457	process intensification	0.1002	0.6902	6	128	163	14	2017.7857
3458	process model	-0.3933	0.5397	2	226	313	24	2013.6667
3459	process performance	-0.5113	0.5736	5	381	588	41	2015.561
3460	process simulation	-0.3897	0.6097	2	189	284	29	2016.6552
3461	process stability	-0.656	0.6846	5	242	480	36	2017.3611
3462	process step	-0.1954	0.5682	2	137	187	18	2013.1111
3463	process strategy	-0.137	0.685	2	113	136	12	2015.9167
3464	process synthesis	-0.2563	0.6296	2	75	94	13	2014.3846
3465	process variable	-0.0693	0.6864	2	386	588	44	2015.7955
3466	processing condition	-0.1458	0.3014	2	175	210	17	2014.5882
3467	product glycerol	0.2648	0.3512	6	138	184	12	2011.75
3468	product synthesis	-0.2991	-0.6421	1	196	267	18	2014
3469	product titer	-0.2402	-0.5147	1	182	231	17	2016.6471
3470	production host	-0.3276	-0.6224	1	252	341	26	2013.9615
3471	production platform	-0.3452	-0.5651	1	346	475	37	2014.5946
3472	production titer	-0.1953	-0.7015	1	161	226	18	2016.6111
3473	profit	-0.467	0.5333	2	259	355	39	2016.4872
3474	progeny	-0.4963	-0.3942	1	197	289	18	2016.0556
3475	prokaryote	-0.3471	-0.6419	1	239	319	21	2016
3476	proline	-0.5543	-0.4948	1	310	469	34	2016
3477	promising application	0.9646	-0.1029	3	222	282	17	2015.4706
3478	promising biocatalyst	0.3633	0.1347	6	133	168	11	2015
3479	promising catalyst	0.5741	0.3269	6	98	112	10	2015.8
3480	promising enzyme	1.0207	-0.248	3	144	169	12	2014.0833
3481	promising host	-0.2442	-0.632	1	201	276	18	2016.5
3482	promising material	0.9214	0.0006	3	253	306	19	2016.6316
3483	promising platform	0.4737	-0.3796	1	326	419	21	2017.1429
3484	promising raw material	-0.3109	0.4868	2	149	180	16	2016.375
3485	promising resource	-0.6494	-0.2863	1	165	197	14	2016.2857
3486	promising species	-0.7461	-0.008	1	110	130	10	2017.7
3487	promising strain	-0.5075	-0.1259	1	237	308	23	2015.5652
3488	promising substrate	-0.4371	0.2554	2	192	222	15	2017.6667
3489	promising target	-0.4123	-0.5756	1	269	348	21	2017.2381
3490	promoter	-0.3288	-0.5714	1	1308	3465	233	2015.1845
3491	promoter region	-0.5537	-0.5623	1	203	272	15	2015.1333
3492	propanediol	-0.2872	-0.1422	1	428	818	77	2014.7403
3493	propanediol production	-0.3094	-0.1981	1	113	174	17	2015.3529
3494	propanol	0.0637	-0.2101	1	396	575	42	2013.0714
3495	propionate	-0.3483	0.0941	5	216	278	24	2015.8333
3496	propionic acid	-0.3989	0.3706	5	345	551	47	2015.5957
3497	protease activity	-0.5238	0.0242	5	134	157	15	2014.8667
3498	protein abundance	-0.5277	-0.7224	1	194	250	15	2016
3499	protein coding gene	-0.3994	-0.5879	1	138	178	11	2016.4545
3500	protein engineering	0.1476	-0.5114	4	424	602	50	2016.46
3501	protein expression	-0.271	-0.6924	1	322	458	32	2015.25
3502	protein family	-0.2446	-0.5583	4	155	192	14	2014.4286
3503	protein level	-0.4335	-0.615	1	351	471	29	2015.4828
3504	protein sequence	-0.0709	-0.5776	4	310	424	30	2014.6333
3505	protein stability	0.1227	-0.3813	4	143	162	13	2016.4615
3506	protein synthesis	-0.495	-0.7078	1	247	317	21	2016.381
3507	proteobacteria	-0.3702	0.096	5	473	976	60	2016.5833
3508	proteome	-0.4352	-0.6399	1	485	805	50	2015.58
3509	proteome analysis	-0.5376	-0.538	1	119	137	10	2017.2
3510	proteomic	-0.3232	-0.5732	1	511	874	58	2016.0517
3511	proteomic analysis	-0.3643	-0.5517	1	573	1027	68	2015.8529
3512	proton	0.81	-0.2846	3	416	705	53	2013.2453
3513	proton exchange membrane	1.4737	-0.0083	3	157	275	16	2010.9375
3514	proximate	-0.2335	0.6833	2	99	133	12	2018.5
3515	proximate analysis	-0.1449	0.4475	2	143	173	17	2016.6471
3516	pseudomonas fluorescen	0.2349	0.1388	6	138	181	12	2013.5833
3517	psii	-0.4461	-0.4503	1	234	319	23	2014.9565
3518	pssf	-0.3019	0.6049	2	107	158	12	2017.4167
3519	pta	-0.1276	-0.3848	1	227	290	20	2015.25
3520	pufa	-0.8001	-0.2482	1	416	829	50	2016.56
3521	pufas	-0.7734	-0.2393	1	167	230	14	2017.4286
3522	pulp industry	0.2124	-0.1134	4	160	186	15	2015
3523	pulp mill	-0.2802	0.4488	2	144	164	16	2013.9375
3524	pure glucose	-0.353	0.0066	1	123	141	13	2016.5385
3525	pure glycerol	-0.4543	0.0381	1	231	343	30	2015.1
3526	putative gene	-0.3781	-0.6117	1	184	217	13	2014.8462
3527	py gc ms	-0.1105	0.4208	2	152	193	17	2015.6471
3528	pyrolysis	-0.0616	0.531	2	746	1704	174	2016.2471
3529	pyrolysis characteristic	-0.2167	0.5625	2	75	116	16	2016.875
3530	pyrolysis condition	0.0004	0.5043	2	96	129	14	2016.6429
3531	pyrolysis kinetic	-0.1054	0.5984	2	83	116	11	2016.6364
3532	pyrolysis oil	0.0045	0.4965	2	131	189	20	2014.7
3533	pyrolysis process	-0.1368	0.6165	2	161	259	29	2016.4138
3534	pyrolysis product	-0.132	0.5394	2	124	183	20	2014.7
3535	pyrolysis temperature	-0.152	0.5646	2	159	257	24	2016.375
3536	pyrosequencing	-0.5942	-0.0476	5	177	229	14	2012.7857
3537	pyrrole	1.5482	-0.0487	3	206	299	16	2014.875
3538	pyrroloquinoline quinone	2.0226	-0.2306	3	224	431	21	2010.8571
3539	pyrroloquinoline quinone dependent glucose dehydrogenase	1.94	-0.1386	3	178	304	15	2017
3540	pyruvate decarboxylase	-0.1855	-0.6091	1	230	336	25	2015.96
3541	pyruvate formate lyase	-0.2333	-0.5176	1	103	146	12	2011
3542	qpcr	-0.6781	-0.269	1	248	328	20	2016.7
3543	qrt pcr	-0.5574	-0.6562	1	338	477	26	2015.3077
3544	qtl	-0.7472	-0.4004	1	186	398	24	2015.5833
3545	quadratic model	-0.0771	0.6617	2	209	314	21	2014.619
3546	quantitative real time pcr	-0.6427	-0.647	1	214	299	17	2015.4706
3547	quantitative trait loci	-0.7024	-0.3836	1	158	288	16	2016.0625
3548	quartz crystal microbalance	1.4697	-0.1242	3	223	371	19	2013.7368
3549	quinone	1.4835	-0.2543	3	219	303	15	2014
3550	r opacus pd630	-0.5171	-0.4333	1	91	124	10	2015.8
3551	r toruloide	-0.4439	-0.379	1	266	451	28	2017.0714
3552	r2 value	-0.0343	0.562	2	92	124	11	2013.9091
3553	raceway pond	-0.7873	0.0623	1	226	331	24	2016.25
3554	ralstonia eutropha	-0.1213	-0.5812	1	144	191	19	2013.6316
3555	raman	1.217	0.0534	3	173	230	16	2014.8125
3556	raman spectroscopy	1.0032	0.0782	3	387	615	39	2015.2308
3557	random mutagenesis	-0.0321	-0.5027	1	306	382	24	2015.125
3558	rapeseed	-0.5301	0.1754	2	257	350	28	2013.75
3559	rapeseed oil	0.2287	0.5761	6	309	529	39	2013.3077
3560	rapeseed straw	-0.2477	0.8476	2	89	116	11	2015.3636
3561	rat	0.3587	-0.1648	3	188	271	27	2014.963
3562	rate constant	0.6156	0.3368	6	406	618	53	2014.7358
3563	rational approach	0.137	-0.4377	4	132	147	12	2015.0833
3564	rational engineering	-0.2043	-0.6635	1	271	334	23	2015.0435
3565	raw biogas	-0.4252	0.3783	5	88	103	10	2018.3
3566	raw biomass	-0.2958	0.5847	2	249	373	30	2015.3667
3567	raw glycerol	-0.2729	-0.0803	1	136	194	17	2012.5882
3568	raw starch	-0.2418	-0.1063	1	121	186	17	2015.7059
3569	reactant	0.5759	0.4884	6	295	430	35	2014.5143
3570	reaction condition	0.2095	0.5619	6	711	1436	111	2015.1171
3571	reaction cycle	0.6697	0.3889	6	164	236	14	2015
3572	reaction kinetic	0.6392	0.3574	6	310	456	37	2015.3784
3573	reaction medium	0.3842	0.5042	6	382	659	52	2014.0769
3574	reaction mixture	0.4758	0.5163	6	444	965	64	2013.625
3575	reaction parameter	0.3267	0.7751	6	268	542	37	2015.5676
3576	reaction rate	0.5964	0.4045	6	812	1600	113	2014.6726
3577	reaction system	0.4026	0.5139	6	387	647	45	2015.1111
3578	reaction temperature	0.2516	0.7335	6	856	3048	204	2015.1275
3579	reaction time	0.1575	0.7267	6	1187	4524	303	2015.8152
3580	reaction yield	0.6791	0.436	6	100	135	12	2014.25
3581	reactive oxygen species	-0.4934	-0.4254	1	486	875	61	2016.5082
3582	reactor	-0.3105	0.5473	5	1942	7212	589	2015.0764
3583	reactor configuration	-0.3345	0.6389	5	102	124	14	2014.2143
3584	reactor design	-0.0108	0.6059	6	131	165	15	2015.3333
3585	reactor performance	-0.5791	0.6066	5	216	360	27	2016.5926
3586	reactor system	-0.2141	0.6826	5	222	309	28	2014.5
3587	real sample	1.6747	-0.0845	3	133	198	10	2014.7
3588	recalcitrance	-0.2616	0.0807	2	1296	4015	289	2015.7197
3589	recalcitrant biomass	-0.0462	0.3704	2	148	169	14	2015.0714
3590	recalcitrant structure	-0.0648	0.4681	2	220	281	23	2017.1304
3591	recent progress	0.5824	-0.222	3	228	302	33	2014.9697
3592	recirculation	-0.4735	0.6016	5	230	355	31	2016.7742
3593	recombinant cellulase	0.1315	-0.0429	4	136	162	10	2016
3594	recombinant e coli	-0.0835	-0.2972	1	166	195	14	2013.2857
3595	recombinant enzyme	0.1936	-0.3879	4	516	973	66	2015.3485
3596	recombinant escherichia coli	-0.0746	-0.1279	1	166	201	15	2013.3333
3597	recombinant protein	0.0892	-0.4996	4	489	806	60	2014.8167
3598	recombinant s cerevisiae	-0.1372	-0.1698	1	91	123	11	2014.9091
3599	recombinant saccharomyces cerevisiae	-0.2735	-0.1488	1	198	266	16	2014.3125
3600	recombinant strain	-0.2122	-0.4006	1	546	940	72	2014.7361
3601	recombinant yeast	-0.0923	-0.3879	1	131	158	13	2013.7692
3602	recombinant yeast strain	-0.174	-0.199	1	103	136	11	2013.3636
3603	recombination	0.0768	-0.5242	1	287	373	26	2014.6154
3604	recommendation	-0.4494	0.4393	2	238	297	31	2013.8387
3605	reconstitution	0.5025	-0.425	3	222	263	18	2013.3889
3606	reconstruction	-0.4339	-0.5244	1	498	831	61	2015.5246
3607	recyclability	0.3963	0.4782	6	229	309	24	2017.1667
3608	redirection	-0.424	-0.6229	1	212	263	16	2016.9375
3609	redox	1.0064	-0.2986	3	565	962	54	2015.0741
3610	redox balance	-0.2381	-0.4719	1	143	181	14	2015.7143
3611	redox center	1.9009	-0.1715	3	216	392	20	2012.1
3612	redox enzyme	1.6103	-0.1784	3	504	1241	68	2014
3613	redox hydrogel	1.733	-0.1972	3	190	305	17	2013.1765
3614	redox mediator	1.6934	-0.1606	3	615	1870	103	2014.0971
3615	redox peak	2.0007	-0.0943	3	218	422	18	2012.4444
3616	redox polymer	2	-0.1874	3	420	1457	77	2013.2468
3617	redox potential	1.4085	-0.1755	3	445	957	58	2013.0517
3618	redox protein	1.821	-0.148	3	166	258	14	2012.0714
3619	redox reaction	1.4073	-0.1424	3	344	646	35	2015.7429
3620	reduced lignin content	-0.4671	-0.012	2	116	145	10	2015.4
3621	reductase	-0.2488	-0.5319	1	1064	2357	167	2015.6347
3622	reference strain	-0.2879	-0.4314	1	144	158	13	2015.6923
3623	regenerated cellulose	0.1189	0.3603	2	139	169	13	2015.8462
3624	regression model	-0.1422	0.572	2	269	387	34	2015.1176
3625	regulation	-0.5063	-0.5525	1	1750	5640	371	2015.6253
3626	regulator	-0.4703	-0.5956	1	873	1738	111	2015.7477
3627	regulatory mechanism	-0.5649	-0.7358	1	476	817	49	2016.3878
3628	regulatory network	-0.5774	-0.6902	1	362	582	36	2015.75
3629	reinhardtii	-0.5475	-0.5625	1	199	263	17	2014.8235
3630	relative abundance	-0.5458	0.2666	5	449	769	52	2017.0577
3631	relative activity	0.4585	-0.0928	4	245	307	20	2014.7
3632	relevant enzyme	0.3358	-0.3577	4	126	153	12	2015.8333
3633	remarkable stability	0.5392	0.1188	4	124	184	13	2014.7692
3634	removal efficiency	-0.5016	0.4376	5	618	1222	98	2016.4694
3635	renewable energy production	-0.5475	0.3791	5	169	211	20	2016.8
3636	renewable liquid fuel	-0.2237	0.301	2	77	95	10	2012.7
3637	repertoire	-0.1476	-0.4285	4	405	640	42	2016.2381
3638	repression	-0.4116	-0.5178	1	519	852	59	2015.8305
3639	reproducibility	1.4179	-0.184	3	405	764	41	2013.561
3640	residence time	-0.1968	0.6268	2	728	1376	119	2014.8235
3641	residual activity	0.4786	-0.2177	4	296	451	29	2016.2759
3642	residual glycerol	-0.4201	0.0265	1	88	101	10	2014.1
3643	residual il	-0.1384	0.1232	2	84	107	10	2013.5
3644	residual lignin	-0.0847	0.3867	2	168	223	20	2016.45
3645	residual solid	-0.0127	0.5325	2	169	211	15	2015.2
3646	residue removal	-0.746	0.2332	2	113	167	15	2016
3647	resource recovery	-0.6475	0.4364	5	103	126	15	2018.3333
3648	response surface	-0.2587	0.7411	2	162	202	15	2014
3649	response surface method	-0.2012	0.6474	2	159	206	15	2016.0667
3650	response surface methodology	-0.0141	0.5856	6	1390	4832	342	2015.7895
3651	response time	1.8884	-0.1309	3	232	483	21	2013.6667
3652	retention time	-0.4568	0.6304	5	451	733	56	2015.0536
3653	return	-0.4604	0.4742	2	491	807	69	2015.7681
3654	reusability	0.6233	0.5152	6	517	1313	79	2017.2025
